Event ID,Event Name,Event Size,Day,Timeslot,Duration,Original Room,Original Campus,New Room,New Room Capacity,New Campus,Capacity Waste,Tiered Waste,Original Room Type,New Room Type,Room Type Match
E:YIN64PAS9H,ELE - English for International Business Communication (EIBC) Group 1,14,Monday,Monday 11:00,110,0551_00_G36B,Holyrood,0003_00_G.03,18,Central,4,0,Classroom Style,Classroom Style,1
E:6WQY7DE2GC,OS - Understanding Poetry,16,Thursday,Thursday 18:30,110,0551_-1_LG49,Holyrood,0201_01_1.05,20,Central,4,0,Boardroom Style,Boardroom Style,1
E:MNGQSJ2Q1F,OS - Introduction to Scots Law,20,Thursday,Thursday 18:00,110,0551_-1_LG48,Holyrood,0401_01M_01M.19,38,New College,18,0,Boardroom Style,Boardroom Style,1
E:JFGLTCB5OA,OS - Talking Pictures,16,Wednesday,Wednesday 18:30,110,0551_-1_LG49,Holyrood,0201_00_G.05,20,Central,4,0,Boardroom Style,Boardroom Style,1
E:JTALZOOA7N,ELE - Academic English for Visiting Students 1 (AEVS 1) Group 1,14,Monday,Monday 09:00,110,0551_00_G36B,Holyrood,0254_01_1.04,16,Central,2,0,Classroom Style,Classroom Style,1
E:QE46F18NQC,ELE - Academic English for Visiting Students 1 (AEVS 1) Group 2,14,Monday,Monday 14:00,110,0551_00_G36B,Holyrood,0228_06_6.05,14,Central,0,0,Classroom Style,Boardroom Style,0
E:GQD1CNSCCY,OS - Screenwriting 1: An Introduction to Writing for Film and Television,16,Monday,Monday 18:30,110,0551_-1_LG47,Holyrood,0254_01_1.08,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:6YKUVRXKXQ,ELE - English for International Business Communication (EIBC) Group 1,14,Thursday,Thursday 11:00,110,0551_00_G36B,Holyrood,0228_08_8.16,15,Central,1,0,Classroom Style,Boardroom Style,0
E:QTYI5K8YRR,ELE - Academic English for Visiting Students 1 (AEVS 1) Group 1,14,Tuesday,Tuesday 09:00,110,0551_00_G36B,Holyrood,0228_06_6.05,14,Central,0,0,Classroom Style,Boardroom Style,0
E:SEIT8G6IKX,OS - The Geomythography of Scotland,16,Tuesday,Tuesday 11:00,110,0551_-1_LG47,Holyrood,0201_00_G.07,194,Central,178,158,Boardroom Style,Lecture Theatre,0
E:QPJV2A8IZ1,OS - Writing Audio Drama for Radio and Podcasts,16,Wednesday,Wednesday 18:30,110,0551_-1M_M1,Holyrood,0228_-1_LG.06,35,Central,19,0,Classroom Style,Classroom Style,1
E:YIDZPEBUBD,ELE - Academic English for Visiting Students 1 (AEVS 1) Group 1,14,Thursday,Thursday 09:00,110,0551_00_G36B,Holyrood,0001_02_2.345,16,Central,2,0,Classroom Style,Boardroom Style,0
E:NKAFUGXVVV,OS - Existentialism,16,Thursday,Thursday 18:30,110,0551_-1_LG47,Holyrood,0103_01_1.B09,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:EXNHDYST3K,IFP - FEAP Entry B,16,Tuesday,Tuesday 09:00,100,0551_-1_LG47,Holyrood,0001_01_1.266,24,Central,8,0,Boardroom Style,Boardroom Style,1
E:L8GA5VZKH6,OS - Classic and Modern European Cinema,16,Monday,Monday 18:30,110,0551_-1_LG49,Holyrood,0227_02_2.03,18,Central,2,0,Boardroom Style,Boardroom Style,1
E:WHTRQVHNHL,IFP - Reading English Literature A,20,Tuesday,Tuesday 09:00,80,0551_-1_LG48,Holyrood,0300_00_NG.02,36,Central,16,0,Boardroom Style,Classroom Style,0
E:5M2GYLAGH6,OS - A History of Edinburgh from Earliest Times to 1914,16,Wednesday,Wednesday 18:30,110,0551_-1_LG48,Holyrood,0228_11_11.01,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:FAK732BUPV,ELE - Academic English for Visiting Students 1 (AEVS 1) Group 2,14,Tuesday,Tuesday 14:00,110,0551_00_G36B,Holyrood,0110_02_2.02,15,Central,1,0,Classroom Style,Boardroom Style,0
E:6T3AKB1KIF,IFP - Introducing Philosophy A,20,Tuesday,Tuesday 13:00,80,0551_-1M_M2,Holyrood,0201_00_G.06,193,Central,173,153,Boardroom Style,Lecture Theatre,0
E:PCSX6TU1VN,OS - Dark Fairy Tales,16,Wednesday,Wednesday 18:30,110,0551_00_G34,Holyrood,0113_00_G.14,26,Central,10,0,Boardroom Style,Boardroom Style,1
E:HQOC3OOLBG,IFP - Introducing Social Science B,20,Thursday,Thursday 13:00,80,0551_-1M_M2,Holyrood,0423_R_R.02B,27,Lauriston,7,0,Boardroom Style,Boardroom Style,1
E:4IONJRVKCY,Food and Society in Early Modern Europe,16,Thursday,Thursday 14:00,110,0551_-1_LG47,Holyrood,0001_01_1.274,22,Central,6,0,Boardroom Style,Boardroom Style,1
E:TGI4OTSS95,OS - Understanding Economics,20,Tuesday,Tuesday 18:00,110,0551_-1_LG48,Holyrood,0401_01M_01M.19,38,New College,18,0,Boardroom Style,Boardroom Style,1
E:GDQPTROMSI,IFP - FEAP Entry A,16,Monday,Monday 14:00,80,0551_-1_LG48,Holyrood,0003_00_G.01,20,Central,4,0,Boardroom Style,Classroom Style,0
E:KAW992WCTS,OS - Writing Creative Non-Fiction,16,Wednesday,Wednesday 18:30,110,0551_-1_LG46,Holyrood,0227_02_2.03,18,Central,2,0,Boardroom Style,Boardroom Style,1
E:JTLUUTCOHU,OS - The Art of 15th-Century Italy,18,Wednesday,Wednesday 11:00,110,0558_03_3.13,Holyrood,0228_06_6.11,24,Central,6,0,Classroom Style,Classroom Style,1
E:IQOCF2WH37,OS - A History of Scottish Art,16,Wednesday,Wednesday 11:00,110,0551_-1M_M14,Holyrood,0001_01_1.265,22,Central,6,0,Boardroom Style,Boardroom Style,1
E:FQIP57EEUE,ELE - English for International Business Communication (EIBC) Group 1,14,Tuesday,Tuesday 11:00,110,0551_00_G36B,Holyrood,0335_02_2.4,16,Central,2,0,Classroom Style,Classroom Style,1
E:4XFREXZ8Y7,IFP - FEAP Entry B,16,Monday,Monday 14:00,80,0551_-1_LG47,Holyrood,0423_O_O.17,78,Lauriston,62,42,Boardroom Style,Lecture Theatre,0
E:1E3HILALK2,OS - Poetry in Practice,16,Thursday,Thursday 11:00,110,0551_-1_LG47,Holyrood,0001_02_2.343,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:6VP8T8GV4H,An Introduction to Archaeology,16,Monday,Monday 18:30,110,0551_01_1.27,Holyrood,0228_11_11.01,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:4F9BNQN8TL,OS - Classics of French Literature,16,Wednesday,Wednesday 14:00,110,0551_-1_LG49,Holyrood,0254_01_1.03,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:4VQV7JR5CS,OS - An Introduction to Psychology,20,Friday,Friday 14:00,120,0551_-1_LG48,Holyrood,0201_01_1.01,20,Central,0,0,Boardroom Style,Boardroom Style,1
E:HW1B1V6QTG,OS - Improve your Fiction,16,Tuesday,Tuesday 18:30,110,0551_-1_LG47,Holyrood,0201_01_1.05,20,Central,4,0,Boardroom Style,Boardroom Style,1
E:PNLM9S93XJ,IFP - FEAP Plus A,16,Wednesday,Wednesday 09:00,100,0551_00_G38,Holyrood,0001_02_2.351,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:M9U5BJ4XWH,IFP - Reading English Literature A,20,Wednesday,Wednesday 09:00,80,0551_-1_LG48,Holyrood,0423_R_R.02B,27,Lauriston,7,0,Boardroom Style,Boardroom Style,1
E:4TI1I1O28I,IFP - FEAP Entry B,16,Tuesday,Tuesday 13:00,80,0551_-1_LG47,Holyrood,0201_00_G.06,193,Central,177,157,Boardroom Style,Lecture Theatre,0
E:V5B9TJL7RC,IFP - Introducing Cultural Studies A,20,Wednesday,Wednesday 09:00,80,0551_-1M_M2,Holyrood,0201_01_1.08,307,Central,287,267,Boardroom Style,Lecture Theatre,0
E:FEDDS79W4A-00002,The Counselling Relationship - ILG1 / ILG3,10,Monday,Monday 14:00,170,0551_00_G43,Holyrood,0113_01M_01M.474,10,Central,0,0,Classroom Style,Classroom Style,1
E:FEDDS79W4A-00005,The Counselling Relationship - PPG Tutors,10,Monday,Monday 17:30,60,0551_01_1.26,Holyrood,0113_01M_01M.19,14,Central,4,0,Classroom Style,Classroom Style,1
E:9ZV2YVP144,Access Humanities 2/01,20,Tuesday,Tuesday 10:00,150,0551_-1M_M1,Holyrood,0112_-1_B.01,35,Central,15,0,Classroom Style,Classroom Style,1
E:FEDDS79W4A-00006,The Counselling Relationship - ILG Tutors,10,Monday,Monday 17:00,50,0551_01_1.18,Holyrood,0008_-1_B.152,14,Central,4,0,Classroom Style,Classroom Style,1
E:FEDDS79W4A-00001,The Counselling Relationship - PPG2 / PPG4,10,Monday,Monday 14:00,200,0551_-1_LG47,Holyrood,0214_01_1.22,12,Central,2,0,Boardroom Style,Boardroom Style,1
E:FEDDS79W4A,The Counselling Relationship - PPG1 / PPG3,10,Monday,Monday 14:00,200,0551_-1M_M14,Holyrood,0227_03_3.13,10,Central,0,0,Boardroom Style,Boardroom Style,1
E:FEDDS79W4A-00003,The Counselling Relationship - ILG2 / ILG4,10,Monday,Monday 14:00,170,0551_00_G38,Holyrood,0228_06_6.14,12,Central,2,0,Boardroom Style,Boardroom Style,1
E:FEDDS79W4A-00007,The Counselling Relationship - PPG1 / PPG3,10,Monday,Monday 14:00,200,0551_-1M_M1,Holyrood,0450_03_3.62,12,Central,2,0,Classroom Style,Specialist Room,0
E:8GK5EEIKZO,The Counselling Relationship - ILG Tutors,10,Monday,Monday 17:00,50,0551_00_G43,Holyrood,0251_01_1.02,28,Central,18,0,Classroom Style,Classroom Style,1
E:JMGTZDQPYO,The Counselling Relationship - ILG2 / ILG4,10,Monday,Monday 14:00,170,0551_-1M_M16,Holyrood,0228_08_8.16,15,Central,5,0,Boardroom Style,Boardroom Style,1
E:6B8OLCCFBF,IFP - FEAP Entry B,16,Friday,Friday 09:00,100,0551_-1_LG47,Holyrood,0003_01_1.02,24,Central,8,0,Boardroom Style,Classroom Style,0
E:TR9WWB87KN,The Counselling Relationship - PPG Tutors,10,Monday,Monday 17:30,60,0551_00_G21,Holyrood,0214_00_G.22,18,Central,8,0,Classroom Style,Classroom Style,1
E:FEDDS79W4A-00004,The Counselling Relationship - Tutors de-brief,10,Monday,Monday 13:00,50,0551_01_1.37,Holyrood,0251_01_1.02,28,Central,18,0,Classroom Style,Classroom Style,1
E:WF53P4US1P,The Counselling Relationship - PPG2 / PPG4,10,Monday,Monday 14:00,200,0551_-1_LG45,Holyrood,0110_02_2.07,12,Central,2,0,Boardroom Style,Boardroom Style,1
E:PVQTDM8MID,The Counselling Relationship - Core Tutors Debrief,6,Monday,Monday 13:00,50,0551_-1M_M18,Holyrood,0214_00_G.23,10,Central,4,0,Boardroom Style,Boardroom Style,1
E:RUBMMGGUVZ,The Counselling Relationship - Tutors de-brief,10,Monday,Monday 13:00,50,0551_00_G30,Holyrood,0300_00_NG.03,16,Central,6,0,Classroom Style,Classroom Style,1
E:HBCDG92BOS,The Counselling Relationship - ILG1 / ILG3,10,Monday,Monday 14:00,170,0551_-1_LG46,Holyrood,0228_06_6.10,13,Central,3,0,Boardroom Style,Boardroom Style,1
E:PHVYL8FJ7V,IFP - Introducing Philosophy B,20,Wednesday,Wednesday 11:00,80,0551_-1_LG48,Holyrood,0401_01M_01M.19,38,New College,18,0,Boardroom Style,Boardroom Style,1
E:8GEEUNNINO,Second Language Teaching Curriculum - Workshop/12,25,Monday,Monday 16:00,110,0555_02_2.1,Holyrood,0113_00_G.14,26,Central,1,0,Boardroom Style,Boardroom Style,1
E:Q8674RX6Q7,IFP - FEAP Plus D,16,Monday,Monday 14:00,80,0551_00_G34,Holyrood,0401_02_2.17,18,New College,2,0,Boardroom Style,Boardroom Style,1
E:IC39DQ2DHW,IFP - FEAP Entry A,16,Tuesday,Tuesday 09:00,100,0551_-1_LG46,Holyrood,0311_04_4.09,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:354RO7WSRW,IFP - FEAP Plus A,16,Monday,Monday 09:00,100,0551_00_G38,Holyrood,0401_02_2.17,18,New College,2,0,Boardroom Style,Boardroom Style,1
E:AID7L6QHO6,IFP - Living and Learning in Britain C,30,Thursday,Thursday 13:00,90,0564_02_2.14,Holyrood,0201_01_1.08,307,Central,277,257,Classroom Style,Lecture Theatre,0
E:7V4GBEP3NJ,IFP - Introduction to Politics B,20,Wednesday,Wednesday 14:00,80,0551_-1M_M2,Holyrood,0423_R_R.02B,27,Lauriston,7,0,Boardroom Style,Boardroom Style,1
E:EW7HHTQHKI,IFP - Introducing Philosophy C,20,Thursday,Thursday 15:00,80,0564_00_G4,Holyrood,0228_-1_LG.09,96,Central,76,56,Classroom Style,Lecture Theatre,0
E:PPY8TN2HSQ,IFP - FEAP Plus C,16,Wednesday,Wednesday 09:00,100,0551_-1M_M1,Holyrood,0228_06_6.11,24,Central,8,0,Classroom Style,Classroom Style,1
E:HRYTNNMOAT-00001,Access Humanities 1/02,20,Tuesday,Tuesday 14:00,140,0555_01_1.15,Holyrood,0113_01_1.434,28,Central,8,0,Classroom Style,Classroom Style,1
E:YSY3Y4Z6TW,OS - The Monthly Poet,16,Monday,Monday 11:00,110,0551_00_G34,Holyrood,0103_01_1.B09,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:RXG9H4VTKU,OS - The Monthly Read,16,Thursday,Thursday 11:00,110,0551_-1M_M1,Holyrood,0110_02_2.01,25,Central,9,0,Classroom Style,Classroom Style,1
E:VTNTBZYP3S,IFP - FEAP Plus A,16,Friday,Friday 09:00,100,0551_00_G38,Holyrood,0112_-1_B.06,25,Central,9,0,Boardroom Style,Classroom Style,0
E:DQQUEHUJY7,OS - Reading Round,12,Monday,Monday 11:00,110,0551_-1_LG47,Holyrood,0113_01M_01M.27,12,Central,0,0,Boardroom Style,Boardroom Style,1
E:RJKBTKQJTB,LfA - Italian Elementary Step 1,14,Wednesday,Wednesday 11:00,90,0551_00_G38,Holyrood,0228_06_6.05,14,Central,0,0,Boardroom Style,Boardroom Style,1
E:77NYI6FCZ4,LfA - Italian: L'Italiano Attuale,14,Wednesday,Wednesday 11:00,110,0551_-1_LG46,Holyrood,0423_R_R.02B,27,Lauriston,13,0,Boardroom Style,Boardroom Style,1
E:LNN71KJ83F,IFP - Introduction to Psychology A,20,Thursday,Thursday 09:00,80,0551_-1M_M2,Holyrood,0283_01_1.17,26,Central,6,0,Boardroom Style,Classroom Style,0
E:1CXQOZK8YN,LfA - Swahili Beginners Step 1,12,Monday,Monday 17:30,90,0551_00_G36A,Holyrood,0113_00_G.203,20,Central,8,0,Classroom Style,Classroom Style,1
E:2IDMSWV5JW,LfA - German Intermediate Step 4,14,Monday,Monday 19:00,90,0551_-1_LG44,Holyrood,0227_02_2.29,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:7KGMVS6CD2,LfA - Italian Intermediate Step 1,14,Wednesday,Wednesday 19:00,90,0551_01_1.27,Holyrood,0219_00_G.01,16,Central,2,0,Boardroom Style,Boardroom Style,1
E:EAXHGJDK39,LfA - Italian Elementary Step 2,14,Monday,Monday 17:30,90,0551_-1M_M1,Holyrood,0401_01_1.07,32,New College,18,0,Classroom Style,Classroom Style,1
E:MDKKME6YF9,LfA - Spanish Intermediate Step 4,14,Wednesday,Wednesday 11:00,90,0551_-1_LG45,Holyrood,0401_02_2.17,18,New College,4,0,Boardroom Style,Boardroom Style,1
E:3MX2RTEN4N,LfA - French Beginners Step 1,14,Wednesday,Wednesday 14:00,90,0551_00_G36B,Holyrood,0228_11_11.18,24,Central,10,0,Classroom Style,Classroom Style,1
E:COPCIXQ9MM,LfA - Spanish Upper Intermediate Step 4,14,Wednesday,Wednesday 19:00,90,0551_00_G38,Holyrood,0228_11_11.11,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:3KKBTH8H1B,LfA - General English Beginners Step 1,14,Thursday,Thursday 11:00,90,0551_-1_LG48,Holyrood,0228_08_8.13,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:9XLZIPEW5H,IFP - Introducing Philosophy A,20,Thursday,Thursday 15:00,80,0551_-1M_M2,Holyrood,0423_R_R.02B,27,Lauriston,7,0,Boardroom Style,Boardroom Style,1
E:DDOZCK36A6,LfA - Spanish Elementary Step 5,14,Wednesday,Wednesday 19:00,90,0551_00_G37,Holyrood,0214_00_G.22,18,Central,4,0,Classroom Style,Classroom Style,1
E:1GFSXZVF9V,LfA - French Beginners Step 2,14,Tuesday,Tuesday 17:30,90,0551_-1M_M2,Holyrood,0300_00_NG.04,16,Central,2,0,Boardroom Style,Boardroom Style,1
E:UCIZORV39G,IFP - FEAP Plus A,16,Tuesday,Tuesday 13:00,80,0551_00_G38,Holyrood,0401_02_2.17,18,New College,2,0,Boardroom Style,Boardroom Style,1
E:IBT1YH5ZR4,LfA - Italian Beginners Step 1,14,Tuesday,Tuesday 17:30,90,0551_00_G36B,Holyrood,0228_07_7.18,24,Central,10,0,Classroom Style,Classroom Style,1
E:SI4W5CMBVP,IFP - FEAP Entry A,16,Wednesday,Wednesday 09:00,100,0551_-1_LG46,Holyrood,0401_02_2.17,18,New College,2,0,Boardroom Style,Boardroom Style,1
E:WH3L8DYEI4,LfA - General English Elementary Step 1,14,Tuesday,Tuesday 11:00,90,0551_-1_LG48,Holyrood,0228_06_6.05,14,Central,0,0,Boardroom Style,Boardroom Style,1
E:485QJD6DR3,LfA - German Beginners Step 1,14,Monday,Monday 19:00,90,0551_-1_LG46,Holyrood,0219_00_G.01,16,Central,2,0,Boardroom Style,Boardroom Style,1
E:LZD26WB7VZ,LfA - Italian Intermediate Step 1,14,Monday,Monday 17:30,90,0551_00_G34,Holyrood,0228_11_11.11,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:HC4NXZRG86,LfA - Spanish Beginners Step 3,14,Thursday,Thursday 17:30,90,0551_00_G34,Holyrood,0228_08_8.13,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:36NAK2MGV5,LfA - French Intermediate Step 1,14,Thursday,Thursday 19:00,90,0551_-1M_M1,Holyrood,0219_00_G.02,24,Central,10,0,Classroom Style,Classroom Style,1
E:DB39ZEGIBF,LfA - Japanese Beginners Step 4,14,Monday,Monday 17:30,90,0551_-1M_M14,Holyrood,0227_03_3.29,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:U3AS6Z2HEN,LfA - Italian Elementary Step 1,14,Thursday,Thursday 17:30,90,0551_-1M_M16,Holyrood,0219_00_G.01,16,Central,2,0,Boardroom Style,Boardroom Style,1
E:1Y2JWMI53F,LfA - Gaelic Elementary Step 1,14,Wednesday,Wednesday 17:30,90,0564_03_3.16,Holyrood,0335_01_1.3,30,Central,16,0,Classroom Style,Classroom Style,1
E:IWZ7H4VRYW,LfA - German Beginners Step 2,14,Monday,Monday 19:00,90,0551_-1_LG45,Holyrood,0228_11_11.11,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:3WXVQQXRIW,LfA - Spanish Elementary Step 2,14,Wednesday,Wednesday 17:30,90,0551_01_1.27,Holyrood,0219_00_G.01,16,Central,2,0,Boardroom Style,Boardroom Style,1
E:UOO594PU3P,LfA - Italian Elementary Step 5,14,Thursday,Thursday 19:00,90,0551_00_G36B,Holyrood,0335_00_G.09,32,Central,18,0,Classroom Style,Classroom Style,1
E:OUHLA2SALV,LfA - French Elementary Step 5,14,Monday,Monday 17:30,90,0551_-1_LG46,Holyrood,0228_13_13.07,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:7OLDDMEONS,LfA - Italian Upper Intermediate Step 6,14,Friday,Friday 11:00,90,0551_-1_LG47,Holyrood,0228_06_6.05,14,Central,0,0,Boardroom Style,Boardroom Style,1
E:KTNI8PQQZD,LfA - Gaelic Beginners Step 1,14,Tuesday,Tuesday 17:30,90,0551_01_1.27,Holyrood,0219_00_G.01,16,Central,2,0,Boardroom Style,Boardroom Style,1
E:1UCVCMW7IG,LfA - Spanish Beginners Step 1,14,Wednesday,Wednesday 19:00,90,0551_-1_LG44,Holyrood,0254_01_1.08,16,Central,2,0,Boardroom Style,Boardroom Style,1
E:BK8M6MQGX8,LfA - General English Elementary Step 4,14,Thursday,Thursday 11:00,90,0551_-1_LG46,Holyrood,0228_06_6.05,14,Central,0,0,Boardroom Style,Boardroom Style,1
E:YD8MYH7665,IFP - FEAP Plus D,16,Monday,Monday 09:00,100,0551_-1M_M2,Holyrood,0311_02_2.01,22,Central,6,0,Boardroom Style,Boardroom Style,1
E:AHVSZOKM16,LfA - German Elementary Step 2,14,Tuesday,Tuesday 17:30,90,0551_-1_LG44,Holyrood,0001_01_1.266,24,Central,10,0,Boardroom Style,Boardroom Style,1
E:8U2UX3LRGB,IFP - Introducing Social Science C,20,Monday,Monday 16:00,80,0551_-1_LG48,Holyrood,0401_01M_01M.19,38,New College,18,0,Boardroom Style,Boardroom Style,1
E:U7I6WS7TMZ,LfA - General English Intermediate Step 4,14,Tuesday,Tuesday 17:30,90,0551_-1_LG45,Holyrood,0228_01_1.01,14,Central,0,0,Boardroom Style,Boardroom Style,1
E:C4CUPB4N1E,LfA - Italian Upper Intermediate Step 1,14,Monday,Monday 19:00,90,0551_00_G37,Holyrood,0251_01_1.01,28,Central,14,0,Classroom Style,Classroom Style,1
E:WV4PLUCNUI,LfA - Turkish Elementary Step 4,12,Monday,Monday 19:00,90,0551_00_G32,Holyrood,0214_00_G.22,18,Central,6,0,Classroom Style,Classroom Style,1
E:AODGU42W8Q,LfA - French Elementary Step 2,14,Thursday,Thursday 19:00,90,0551_-1M_M14,Holyrood,0201_00_G.05,20,Central,6,0,Boardroom Style,Boardroom Style,1
E:S2LRPP1VZG,LfA - Ukrainian Elementary Step 1,14,Monday,Monday 19:00,90,0551_00_G34,Holyrood,0227_02_2.54,18,Central,4,0,Boardroom Style,Boardroom Style,1
E:RHB52N3XSI,LfA - Spanish Elementary Step 3,14,Thursday,Thursday 17:30,90,0551_-1M_M1,Holyrood,0335_00_G.10,32,Central,18,0,Classroom Style,Classroom Style,1
E:ZW6TCL3OU6,LFA - British Sign Language Elementary Step 1 ,14,Wednesday,Wednesday 19:00,90,0551_00_G35,Holyrood,0201_01_1.01,20,Central,6,0,Group Cluster Style,Boardroom Style,0
E:9MNBYIXPRE,LfA - British Sign Language Beginners Step 1,15,Monday,Monday 11:00,90,0551_00_G35,Holyrood,0228_07_7.18,24,Central,9,0,Group Cluster Style,Classroom Style,0
E:KP33W5GN52,LfA - Japanese Beginners Step 1,14,Monday,Monday 19:00,90,0564_03_3.25,Holyrood,0254_01_1.10,14,Central,0,0,Boardroom Style,Boardroom Style,1
E:V72XFVNGIT,LfA - German Elementary Step 1,14,Wednesday,Wednesday 19:00,90,0551_-1_LG45,Holyrood,0228_01_1.01,14,Central,0,0,Boardroom Style,Boardroom Style,1
E:1TDBWQ2Q3E,LfA - Italian Elementary Step 4,14,Wednesday,Wednesday 19:00,90,0564_03_3.15,Holyrood,0214_01_1.01,20,Central,6,0,Classroom Style,Classroom Style,1
E:Q8ZMAIRTEH,LfA - French: Le Francais Actuel,14,Wednesday,Wednesday 14:00,110,0551_-1_LG47,Holyrood,0401_02_2.17,18,New College,4,0,Boardroom Style,Boardroom Style,1
E:RBPR3HGZYE,LfA - French Elementary Step 1,14,Monday,Monday 17:30,90,0551_-1M_M2,Holyrood,0300_00_NG.04,16,Central,2,0,Boardroom Style,Boardroom Style,1
E:DNULK7FVEQ,LfA - Japanese Intermediate Step 4,14,Tuesday,Tuesday 19:00,90,0551_-1M_M2,Holyrood,0228_11_11.11,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:EVGF2EEI3K,LfA - French Elementary Step 4,14,Tuesday,Tuesday 19:00,90,0551_00_G36B,Holyrood,0214_00_G.22,18,Central,4,0,Classroom Style,Classroom Style,1
E:6LZS1QDHNP,LfA - Spanish Beginners Step 1,14,Monday,Monday 14:00,90,0551_-1_LG44,Holyrood,0401_02_2.17,18,New College,4,0,Boardroom Style,Boardroom Style,1
E:QE31ULUTSK,LfA - Italian: L'Italiano Attuale,12,Wednesday,Wednesday 18:30,110,0551_00_G36A,Holyrood,0113_02_2.26,12,Central,0,0,Classroom Style,Classroom Style,1
E:ITZ1WUT4SX,LfA - Italian: L'Italiano Attuale,14,Friday,Friday 11:00,110,0551_00_G34,Holyrood,0001_01_1.265,22,Central,8,0,Boardroom Style,Boardroom Style,1
E:S8T1B3G3ZD,LfA - Italian Beginners Step 2,14,Tuesday,Tuesday 19:00,90,0551_-1M_M1,Holyrood,0228_11_11.06,18,Central,4,0,Classroom Style,Classroom Style,1
E:QQBVZGHO7Y,LfA - Ukrainian Beginners Step 1,14,Tuesday,Tuesday 17:30,90,0551_00_G34,Holyrood,0227_03_3.14,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:UF7FG5EWQY,IFP - FEAP Entry A,16,Monday,Monday 09:00,100,0551_-1_LG46,Holyrood,0254_01_1.03,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:6AXLF9RCLR,LfA - Spanish Beginners Step 1,14,Tuesday,Tuesday 11:00,90,0551_-1_LG44,Holyrood,0001_01_1.266,24,Central,10,0,Boardroom Style,Boardroom Style,1
E:29CENWDUFB,LfA - Turkish Elementary Step 1,12,Thursday,Thursday 19:00,90,0551_00_G32,Holyrood,0311_02_2.05,31,Central,19,0,Classroom Style,Classroom Style,1
E:BHIB16T34O,LfA - Turkish Beginners Step 1,12,Wednesday,Wednesday 19:00,90,0551_-1M_M16,Holyrood,0214_00_G.26,12,Central,0,0,Boardroom Style,Boardroom Style,1
E:RFH6GLO1W8,LfA - Arabic Beginners Step 1,14,Wednesday,Wednesday 17:30,90,0551_00_G36B,Holyrood,0214_01_1.10,18,Central,4,0,Classroom Style,Classroom Style,1
E:1JVAKLB8G7,LfA - Italian Beginners Step 1,14,Thursday,Thursday 14:00,90,0551_00_G34,Holyrood,0228_08_8.13,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:UGHK5H1KTD,LfA - Modern Greek Elementary Step 4,14,Tuesday,Tuesday 17:30,90,0551_-1M_M16,Holyrood,0110_02_2.02,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:DK26WCL5GY,LfA - Japanese Intermediate Step 1,14,Thursday,Thursday 19:00,90,0551_00_G38,Holyrood,0201_01_1.01,20,Central,6,0,Boardroom Style,Boardroom Style,1
E:6MHCGQ8N63,IFP - Introduction to Psychology A,20,Tuesday,Tuesday 15:00,80,0551_-1M_M2,Holyrood,0226_01_1.02,50,Central,30,10,Boardroom Style,Specialist Room,0
E:PLEOI8WLVW,LfA - Portuguese Beginners Step 1,14,Monday,Monday 17:30,90,0551_-1_LG48,Holyrood,0227_02_2.29,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:E6M2I3J71M,LfA - French Beginners Step 1,14,Thursday,Thursday 19:00,90,0551_00_G34,Holyrood,0113_00_G.13,26,Central,12,0,Boardroom Style,Boardroom Style,1
E:XLKGPJLAM8,LFA - Modern Greek Elementary Step 1,14,Monday,Monday 19:00,90,0551_-1M_M16,Holyrood,0254_01_1.03,16,Central,2,0,Boardroom Style,Boardroom Style,1
E:DTV23DF9BK,IFP - Introducing Social Science A,20,Monday,Monday 13:00,70,0551_-1M_M2,Holyrood,0003_01_1.02,24,Central,4,0,Boardroom Style,Classroom Style,0
E:ROXAO74YIN,LfA - Japanese Elementary Step 4,14,Wednesday,Wednesday 19:00,90,0551_-1M_M2,Holyrood,0008_-1_B.153,15,Central,1,0,Boardroom Style,Boardroom Style,1
E:SV7LNBE9CQ,IFP - Living and Learning in Britain A,30,Thursday,Thursday 09:00,90,0558_04_4.18,Holyrood,0201_00_G.06,193,Central,163,143,Classroom Style,Lecture Theatre,0
