Event ID,Event Name,Event Size,Day,Timeslot,Duration,Original Room,Original Campus,New Room,New Room Capacity,New Campus,Capacity Waste,Tiered Waste,Original Room Type,New Room Type,Room Type Match
E:BAMAOVPUPM-00003,Developing Narratives of Self - PPG4/Core Tutors,10,Monday,Monday 14:00,170,0551_00_G44,Holyrood,0227_03_3.13,10,Central,0,0,Boardroom Style,Boardroom Style,1
E:61BTJ7BPLE,Access Social Science 2/02,20,Thursday,Thursday 18:00,150,0564_03_3.15,Holyrood,0214_00_G.02,40,Central,20,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00023,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/8,10,Thursday,Thursday 16:30,90,0558_04_4.20,Holyrood,0110_02_2.01,25,Central,15,0,Classroom Style,Classroom Style,1
E:L6SR5NDCYY,Developing Narratives of Self - PPG4/Core Tutors,10,Monday,Monday 14:00,170,0551_00_G36A,Holyrood,0300_00_NG.03,16,Central,6,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00019,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/4,10,Thursday,Thursday 16:30,90,0551_00_G36A,Holyrood,0201_02_2.07,20,Central,10,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00028,Psychological Vulnerabilities and Distress in Counselling Practice - ILG/3,10,Thursday,Thursday 18:00,90,0551_01_1.19,Holyrood,0113_01M_01M.474,10,Central,0,0,Classroom Style,Classroom Style,1
E:BAMAOVPUPM-00007,Developing Narratives of Self - PPG1/ILG1,10,Monday,Monday 14:00,200,0551_00_G28,Holyrood,0103_01_1.B15,16,Central,6,0,Classroom Style,Classroom Style,1
E:3BZ5KJKKKB,IFP - Introducing Social Science Lecture,60,Monday,Monday 11:00,70,0591_-1_B1.11,Holyrood,0401_01_1.01,84,New College,24,4,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00032,Psychological Vulnerabilities and Distress in Counselling Practice - PPG Tutors,6,Thursday,Thursday 18:00,60,0551_-1M_M14,Holyrood,0254_01_1.09,8,Central,2,0,Boardroom Style,Boardroom Style,1
E:IJL15B8O1E-00011,Psychological Vulnerabilities and Distress in Counselling Practice - ILG/2,10,Thursday,Thursday 18:00,90,0551_00_G21,Holyrood,0214_00_G.22,18,Central,8,0,Classroom Style,Classroom Style,1
E:7ZM9RR1GVB,IFP - Introducing Cultural Studies C,20,Friday,Friday 09:00,80,0551_-1M_M2,Holyrood,0421_E_E.26,20,Lauriston,0,0,Boardroom Style,Boardroom Style,1
E:IJL15B8O1E-00003,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/4,10,Thursday,Thursday 16:30,90,0551_01_1.21,Holyrood,0113_00_G.203,20,Central,10,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00017,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/2,10,Thursday,Thursday 16:30,90,0551_-1M_M1,Holyrood,0254_01_1.04,16,Central,6,0,Classroom Style,Classroom Style,1
E:BAMAOVPUPM,Developing Narratives of Self - PPG1/ILG1,10,Monday,Monday 14:00,200,0551_00_G32,Holyrood,0214_01_1.22,12,Central,2,0,Classroom Style,Boardroom Style,0
E:JZKW39KAXP,Developing Narratives of Self - ILG Tutors,10,Monday,Monday 17:00,50,0551_00_G43,Holyrood,0214_01_1.10,18,Central,8,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00009,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/10,10,Thursday,Thursday 16:30,90,0551_01_1.27,Holyrood,0214_00_G.23,10,Central,0,0,Boardroom Style,Boardroom Style,1
E:IJL15B8O1E-00012,Psychological Vulnerabilities and Distress in Counselling Practice - ILG/3,10,Thursday,Thursday 18:00,90,0551_01_1.21,Holyrood,0214_01_1.01,20,Central,10,0,Classroom Style,Classroom Style,1
E:BAMAOVPUPM-00006,Developing Narratives of Self - ILG Tutors,10,Monday,Monday 17:00,50,0551_00_G21,Holyrood,0003_01_1.02,24,Central,14,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00018,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/3,10,Thursday,Thursday 16:30,90,0551_00_G36B,Holyrood,0300_00_NG.02,36,Central,26,6,Classroom Style,Classroom Style,1
E:KSK9IIPDWE,Developing Narratives of Self - PPG2/ILG2,10,Monday,Monday 14:00,200,0551_-1_LG23,Holyrood,0110_02_2.07,12,Central,2,0,Boardroom Style,Boardroom Style,1
E:IJL15B8O1E-00022,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/7,10,Thursday,Thursday 16:30,90,0558_02_2.3,Holyrood,0113_01M_01M.474,10,Central,0,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00025,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/10,10,Thursday,Thursday 16:30,90,0551_00_G37,Holyrood,0008_00_G.251,24,Central,14,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00015,Psychological Vulnerabilities and Distress in Counselling Practice - ILG/6,10,Thursday,Thursday 18:00,90,0551_00_G36A,Holyrood,0214_01_1.10,18,Central,8,0,Classroom Style,Classroom Style,1
E:BLGWRLK3UD,IFP - Living and Learning in Britain B,30,Thursday,Thursday 09:00,90,0558_05_5.11,Holyrood,0103_03_3.D02,40,Central,10,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00006,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/7,10,Thursday,Thursday 16:30,90,0551_00_G30,Holyrood,0103_01_1.B10,20,Central,10,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00004,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/5,10,Thursday,Thursday 16:30,90,0551_00_G32,Holyrood,0335_00_G.10,32,Central,22,2,Classroom Style,Classroom Style,1
E:BAMAOVPUPM-00005,Developing Narratives of Self - PPG Tutors,10,Monday,Monday 17:30,60,0551_00_G42,Holyrood,0228_03_3.01,24,Central,14,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00002,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/3,10,Thursday,Thursday 16:30,90,0551_00_G42,Holyrood,0201_02_2.05,24,Central,14,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00024,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/9,10,Thursday,Thursday 16:30,90,0551_00_G44,Holyrood,0113_03_3.3,10,Central,0,0,Boardroom Style,Boardroom Style,1
E:IJL15B8O1E-00027,Psychological Vulnerabilities and Distress in Counselling Practice - ILG/2,10,Thursday,Thursday 18:00,90,0551_00_G42,Holyrood,0251_01_1.01,28,Central,18,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00030,Psychological Vulnerabilities and Distress in Counselling Practice - ILG/5,10,Thursday,Thursday 18:00,90,0551_00_G44,Holyrood,0214_00_G.23,10,Central,0,0,Boardroom Style,Boardroom Style,1
E:IJL15B8O1E-00020,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/5,10,Thursday,Thursday 16:30,90,0551_00_G28,Holyrood,0103_01_1.B15,16,Central,6,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00033,Psychological Vulnerabilities and Distress in Counselling Practice - ILG Tutors,10,Thursday,Thursday 19:30,60,0551_01_1.18,Holyrood,0214_00_G.22,18,Central,8,0,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00001,Psychological Vulnerabilities and Distress in Counselling Practice - PPG/2,10,Thursday,Thursday 16:30,90,0551_00_G21,Holyrood,0311_02_2.05,31,Central,21,1,Classroom Style,Classroom Style,1
E:IJL15B8O1E-00026,Psychological Vulnerabilities and Distress in Counselling Practice - ILG/1,10,Thursday,Thursday 18:00,90,0551_00_G43,Holyrood,0251_01_1.02,28,Central,18,0,Classroom Style,Classroom Style,1
E:4YQ7R95X4X,IFP - Introducing Social Science C,20,Thursday,Thursday 13:00,80,0551_-1_LG48,Holyrood,0228_06_6.11,24,Central,4,0,Boardroom Style,Classroom Style,0
E:IJL15B8O1E-00029,Psychological Vulnerabilities and Distress in Counselling Practice - ILG/4,10,Thursday,Thursday 18:00,90,0551_01_1.27,Holyrood,0227_03_3.13,10,Central,0,0,Boardroom Style,Boardroom Style,1
E:BAMAOVPUPM-00002,Developing Narratives of Self - PPG3/ILG3,10,Monday,Monday 14:00,170,0551_-1M_M16,Holyrood,0227_03_3.30,10,Central,0,0,Boardroom Style,Boardroom Style,1
E:XGM1HCONU3,IFP - Introducing Cultural Studies B,20,Tuesday,Tuesday 11:00,80,0551_-1M_M2,Holyrood,0201_00_G.07,194,Central,174,154,Boardroom Style,Lecture Theatre,0
E:9R7PGBXPZT,IFP - Introducing Cultural Studies Lecture,60,Monday,Monday 12:00,50,0591_-1_B1.11,Holyrood,0226_-1_LG.11,66,Central,6,0,Classroom Style,Specialist Room,0
E:IWMD5C7WA9,Introduction to Modern European History,16,Monday,Monday 18:30,110,0551_-1_LG48,Holyrood,0254_01_1.08,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:FL1QY62LVN,OS - Vampire Fiction,16,Wednesday,Wednesday 18:30,110,0551_-1M_M14,Holyrood,0335_00_G.12,17,Central,1,0,Boardroom Style,Boardroom Style,1
E:MDUKLXNFX7,Writing for Publication: Freelance Journalism,16,Wednesday,Wednesday 18:30,110,0551_-1_LG46,Holyrood,0335_02_2.18,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:GW5K6YY2EE,OS - Improve your Fiction,16,Tuesday,Tuesday 18:30,110,0564_03_3.25,Holyrood,0219_00_G.01,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:CGNVA3SWMD,OS - Wars and Revolutions: the Making of Britain and the British Empire 1660-1900,16,Wednesday,Wednesday 18:30,110,0551_-1_LG48,Holyrood,0335_03_3.4,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:9O855BXTYW,IFP - Introducing Philosophy B,20,Thursday,Thursday 15:00,80,0551_-1_LG48,Holyrood,0001_01_1.266,24,Central,4,0,Boardroom Style,Boardroom Style,1
E:GXCKVL8AWF,OS - Marine Biology and Ecology ,20,Thursday,Thursday 18:30,110,0551_-1_LG48,Holyrood,0401_01M_01M.19,38,New College,18,0,Boardroom Style,Boardroom Style,1
E:8YN6KY46B1,OS - Scots and Britons,16,Tuesday,Tuesday 11:00,110,0551_-1_LG49,Holyrood,0219_00_G.01,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:M73EX85H7V,Applied Ethics,16,Monday,Monday 14:00,110,0551_-1M_M2,Holyrood,0008_02_2.365,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:FS4ZY9KYLT,OS - Screenwriting 2: Script Development,16,Monday,Monday 18:30,110,0551_-1_LG46,Holyrood,0008_02_2.365,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:9GIU2K4PVP,OS - Reason and Passion,16,Thursday,Thursday 18:30,110,0551_-1_LG49,Holyrood,0227_02_2.03,18,Central,2,0,Boardroom Style,Boardroom Style,1
E:PFNA316MY6,OS - Social Science 2,20,Monday,Monday 11:00,80,0553_04_422,Holyrood,0401_01_1.07,32,New College,12,0,Boardroom Style,Classroom Style,0
E:78N2S9JT46,Introduction to Scottish Social History,16,Monday,Monday 11:00,110,0551_-1_LG49,Holyrood,0227_03_3.39,18,Central,2,0,Boardroom Style,Boardroom Style,1
E:ML664V893Y,OS - Icons of Jazz,12,Wednesday,Wednesday 18:30,110,0551_00_G36A,Holyrood,0113_02_2.26,12,Central,0,0,Classroom Style,Classroom Style,1
E:7MN8F35ITX,OS - Ancient Egypt and the Bible,16,Wednesday,Wednesday 18:30,110,0551_-1_LG49,Holyrood,0227_03_3.03,18,Central,2,0,Boardroom Style,Boardroom Style,1
E:UXLOFDF6US,Technology and Environment: Principles - Workshop/02,25,Wednesday,Wednesday 12:00,110,0553_04_422,Holyrood,0401_01M_01M.19,38,New College,13,0,Boardroom Style,Boardroom Style,1
E:IAUX3J222V-00003,PECP 1 - Seminar/B,23,Monday,Monday 10:00,50,0564_03_3.16,Holyrood,0335_05_5.1,25,Central,2,0,Classroom Style,Classroom Style,1
E:4R3DUUHVTN-00003,PECP 1 - Seminar/C,22,Monday,Monday 11:00,50,0564_03_3.15,Holyrood,0227_00_G.01,30,Central,8,0,Classroom Style,Classroom Style,1
E:P99XOIGMSM,Artistic Research Themes and Methods - Course Introduction,100,Wednesday,Wednesday 10:30,90,0551_-1_LG34,Holyrood,0001_01_1.264,150,Central,50,30,Lecture Theatre,Lecture Theatre,1
E:BICKD5GRNZ-00001,Scottish Tax Clinic: Tax in Practice LAWS10240 S2 - Clinic/02	,2,Friday,Friday 10:00,50,0591_-1_B1.04,Holyrood,0113_00_G.199,8,Central,6,0,Boardroom Style,Boardroom Style,1
E:OH82Z3M1WO-00001,Scottish Tax Clinic: Tax in Practice LAWS10240 S2 - Clinic/05	,2,Friday,Friday 13:00,50,0591_-1_B1.04,Holyrood,0401_01_1.09,10,New College,8,0,Boardroom Style,Boardroom Style,1
E:RTCKXPM2NO-00001,Scottish Tax Clinic: Tax in Practice LAWS10240 S2 - Clinic/06	,2,Friday,Friday 14:00,50,0591_-1_B1.04,Holyrood,0227_02_2.13,10,Central,8,0,Boardroom Style,Boardroom Style,1
E:JR7Q13LRTP-00001,Scottish Tax Clinic: Tax in Practice LAWS10240 S2 - Clinic/03	,2,Friday,Friday 11:00,50,0591_-1_B1.04,Holyrood,0401_01_1.08,12,New College,10,0,Boardroom Style,Boardroom Style,1
E:AF1VPNCX59-00001,Scottish Tax Clinic: Tax in Practice LAWS10240 S2 - Clinic/07,2,Friday,Friday 15:00,50,0591_-1_B1.04,Holyrood,0401_01_1.09,10,New College,8,0,Boardroom Style,Boardroom Style,1
E:OPA3SB1O5E-00001,Scottish Tax Clinic: Tax in Practice LAWS10240 S2 - Clinic/04	,2,Friday,Friday 12:00,50,0591_-1_B1.04,Holyrood,0214_00_G.26,12,Central,10,0,Boardroom Style,Boardroom Style,1
E:AJ7YXDW6U6-00001,Scottish Tax Clinic: Tax in Practice LAWS10240 S2 - Clinic/01	,2,Friday,Friday 09:00,50,0591_-1_B1.04,Holyrood,0401_01_1.09,10,New College,8,0,Boardroom Style,Boardroom Style,1
E:W1C7SSA637,Designing and Implementing Experiments in Political Science - Seminar,45,Thursday,Thursday 09:00,110,0551_00_G43,Holyrood,0201_00_G.08,193,Central,148,128,Classroom Style,Lecture Theatre,0
E:QMIQEZ8P2B,Professional Development Programme - Spey Canoeing Prep,20,Friday,Friday 09:00,480,0555_01_1.15,Holyrood,0335_03_3.1,25,Central,5,0,Classroom Style,Classroom Style,1
E:4EQTO1346Q,C&P - Tutorial/Physical Education,16,Tuesday,Tuesday 10:00,120,0564_03_3.25,Holyrood,0401_02_2.17,18,New College,2,0,Boardroom Style,Boardroom Style,1
E:VRMZV7GCGS,PECP4 - Seminar/C&D,50,Monday,Monday 15:00,110,0551_01_1.18,Holyrood,0228_-1_LG.11,78,Central,28,8,Classroom Style,Classroom Style,1
E:64Z3LNMDY5-00001,PECP3: National Awards - Course Lecture,100,Tuesday,Tuesday 09:30,60,0591_-1_B1.11,Holyrood,0001_01_1.264,150,Central,50,30,Classroom Style,Lecture Theatre,0
E:PXHGUSSXL5,EdBudds Lesson Planning/D,25,Wednesday,Wednesday 11:00,50,0558_03_3.13,Holyrood,0113_01_1.416,40,Central,15,0,Classroom Style,Classroom Style,1
E:6NWXTEFH1D,Special Topics in Sport Psychology 4 - Lecture,30,Tuesday,Tuesday 12:00,110,0558_04_4.4,Holyrood,0113_00_G.03,50,Central,20,0,Classroom Style,Classroom Style,1
E:CDDUFSDPWH-00002,PECP3: National Awards - Seminar/C,28,Thursday,Thursday 10:30,90,0551_01_1.37,Holyrood,0201_00_G.06,193,Central,165,145,Classroom Style,Lecture Theatre,0
E:SEK9JYADDD,Professional Development & Leadership 1: Year 3 Cohort Lead & Student Adviser Drop-in,100,Thursday,Thursday 14:00,50,0555_00_G.1,Holyrood,0335_00_G.01,120,Central,20,0,Classroom Style,Lecture Theatre,0
E:8494F9G9JH-00001,PECP3: National Awards - Seminar/D,28,Tuesday,Tuesday 10:30,90,0551_01_1.37,Holyrood,0201_02_2.11,28,Central,0,0,Classroom Style,Classroom Style,1
E:8MZOABQJT9-00003-00001,Dimensions of Teaching - Workshop/02,30,Wednesday,Wednesday 13:00,110,0551_01_1.19,Holyrood,0311_02_2.05,31,Central,1,0,Classroom Style,Classroom Style,1
E:BDWOTLNE1L,Dimensions of Teaching - Workshop/02,30,Wednesday,Wednesday 11:00,50,0551_01_1.19,Holyrood,0228_-1_LG.06,35,Central,5,0,Classroom Style,Classroom Style,1
E:9AEF75N61A,Conditioning Physiology - Lecture,25,Tuesday,Tuesday 10:00,110,0558_05_5.11,Holyrood,0228_04_4.18,25,Central,0,0,Classroom Style,Classroom Style,1
E:K2E9KDLE8H,Making and Conceptualising Curriculum - Workshop/03,30,Monday,Monday 14:00,120,0558_04_4.18,Holyrood,0227_00_G.02,36,Central,6,0,Classroom Style,Classroom Style,1
E:8EOSJPCH4Z,"ELE - Reading, Research and Enquiry Group 2",16,Monday,Monday 09:00,180,0551_-1_LG46,Holyrood,0254_01_1.03,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:75CBUX7HNW-00001,PECP3: National Awards - Seminar/A,28,Tuesday,Tuesday 10:30,90,0564_00_G4,Holyrood,0112_-1_B.01,35,Central,7,0,Classroom Style,Classroom Style,1
E:5QZZLZSF4K,ISPEHS Academic Language and Literacies 24-25 - Lecture,60,Thursday,Thursday 09:00,50,0551_01_1.26,Holyrood,0209_02_2.01,70,Central,10,0,Classroom Style,Classroom Style,1
E:UFX2OM1H6S,Dimensions of Teaching - Workshop/02,30,Thursday,Thursday 13:00,170,0558_04_4.4,Holyrood,0110_02_2.04,42,Central,12,0,Classroom Style,Classroom Style,1
E:VZ4YZB7RGB,Placement tutor and student meetings/1&2	,10,Wednesday,Wednesday 13:30,90,0558_03_3.02,Holyrood,0214_01_1.22,12,Central,2,0,Boardroom Style,Boardroom Style,1
E:YF9B9FA4RR,PGDE Secondary - Professional Studies Tutorial/06,40,Thursday,Thursday 10:00,180,0551_00_G43,Holyrood,0401_01_AssemblyHall,320,New College,280,260,Classroom Style,Lecture Theatre,0
E:3WEK5T4Q2J,Sport Science: Workplace Attachment 3 - Lecture,25,Tuesday,Tuesday 11:00,110,0551_01_1.21,Holyrood,0227_00_G.05,44,Central,19,0,Classroom Style,Classroom Style,1
E:89OTO1R4P2,ELE - Academic Writing Group 2,16,Tuesday,Tuesday 09:00,180,0551_-1_LG46,Holyrood,0422_L_L.06,16,Lauriston,0,0,Boardroom Style,Boardroom Style,1
E:UI169BI8GZ,ELE - Academic Development and Reflection Group 2,16,Friday,Friday 09:00,180,0551_-1_LG46,Holyrood,0228_-1_LG.10,36,Central,20,0,Boardroom Style,Classroom Style,0
E:RVW89U1AJA,Placement tutor and student meetings/11&12,10,Wednesday,Wednesday 13:30,90,0564_03_3.25,Holyrood,0283_01_1.01,12,Central,2,0,Boardroom Style,Boardroom Style,1
E:75CBUX7HNW,PECP3: National Awards - Seminar/A,28,Monday,Monday 10:30,90,0564_02_2.14,Holyrood,0300_00_NG.02,36,Central,8,0,Classroom Style,Classroom Style,1
E:NZ4QN6NPBY,PGDE Secondary - Professional Studies Tutorial/04,40,Thursday,Thursday 10:00,180,0551_01_1.21,Holyrood,0201_00_G.07,194,Central,154,134,Classroom Style,Lecture Theatre,0
E:3512RJT5TF,Performance Psychology MSc - Programme Induction,75,Monday,Monday 09:00,180,0555_00_G.1,Holyrood,0401_02_2.28,108,New College,33,13,Classroom Style,Lecture Theatre,0
E:N2B1W9AHAM-00002-00018,Making and Conceptualising Curriculum - Lecture,120,Monday,Monday 13:00,50,0551_-1_LG34,Holyrood,0335_00_G.01,120,Central,0,0,Lecture Theatre,Lecture Theatre,1
E:8EGO9HW1IB-00001,EdBudds Sharing Good Practice/A,25,Wednesday,Wednesday 10:00,50,0551_00_G37,Holyrood,0251_01_1.01,28,Central,3,0,Classroom Style,Classroom Style,1
E:RP2Y77TUXL,EdBudds Lesson Planning/B,25,Wednesday,Wednesday 11:00,50,0564_03_3.23,Holyrood,0423_R_R.02B,27,Lauriston,2,0,Boardroom Style,Boardroom Style,1
E:FDZ9JRXR2M,PECP3: National Awards - Seminar/B,28,Monday,Monday 10:30,90,0564_00_G4,Holyrood,0335_00_G.09,32,Central,4,0,Classroom Style,Classroom Style,1
E:ML7N81TTM1-00002,Tutor Reflections/A&C,50,Monday,Monday 15:00,50,0558_02_2.3,Holyrood,0112_00_G.01,55,Central,5,0,Classroom Style,Classroom Style,1
E:VX1S3P74Q5,Having Difficult Conversations/A&B,50,Thursday,Thursday 13:00,50,0555_00_G.1,Holyrood,0112_00_G.01,55,Central,5,0,Classroom Style,Classroom Style,1
E:5X8K44GM5R,Placement tutor and student meetings/3&4,10,Wednesday,Wednesday 13:30,90,0564_03_3.23,Holyrood,0401_02_2.17,18,New College,8,0,Boardroom Style,Boardroom Style,1
E:PM4CDF4K1L,Dimensions of Teaching - Workshop/03,30,Thursday,Thursday 13:00,170,0558_04_4.18,Holyrood,0335_02_2.2,44,Central,14,0,Classroom Style,Classroom Style,1
E:4R3DUUHVTN,PECP 1 - Seminar/C,22,Monday,Monday 11:00,110,0564_03_3.23,Holyrood,0001_01_1.273,22,Central,0,0,Boardroom Style,Boardroom Style,1
E:IAUX3J222V,PECP 1 - Seminar/B,23,Monday,Monday 11:00,110,0564_03_3.16,Holyrood,0283_01_1.17,26,Central,3,0,Classroom Style,Classroom Style,1
E:FDZ9JRXR2M-00001,PECP3: National Awards - Seminar/B,28,Tuesday,Tuesday 10:30,90,0564_02_2.14,Holyrood,0335_00_G.10,32,Central,4,0,Classroom Style,Classroom Style,1
E:94W79XL6B9,PECP4 - Seminar/A&B	,50,Monday,Monday 15:00,110,0551_00_G42,Holyrood,0112_00_G.02,55,Central,5,0,Classroom Style,Classroom Style,1
E:4AHPLLVYMC,Introduction to Art History,16,Monday,Monday 14:00,110,0555_01_1.15,Holyrood,0201_02_2.05,24,Central,8,0,Classroom Style,Classroom Style,1
E:GQQGWWV1NY,Making and Conceptualising Curriculum - Workshop/04,30,Monday,Monday 14:00,120,0558_03_3.4,Holyrood,0335_05_5.2,32,Central,2,0,Classroom Style,Classroom Style,1
E:A8AOI8QMLO-00001,EdBudds Sharing Good Practice/C,25,Wednesday,Wednesday 10:00,50,0558_03_3.13,Holyrood,0228_04_4.18,25,Central,0,0,Classroom Style,Classroom Style,1
E:5JK1XCCC2B,Professional Development & Leadership 1 - Safeguarding Lecture,100,Monday,Monday 13:00,50,0591_-1_B1.11,Holyrood,0001_00_G.159,108,Central,8,0,Classroom Style,Classroom Style,1
E:J38K97F7RO-00007,Dimensions of Teaching - Lecture,120,Wednesday,Wednesday 09:00,110,0591_-1_B1.11,Holyrood,0226_00_GF.14,147,Central,27,3,Classroom Style,Specialist Room,0
E:QJW1WYFRJS,Making and Conceptualising Curriculum - Workshop/02,30,Monday,Monday 14:00,120,0558_05_5.2,Holyrood,0335_04_4.2,32,Central,2,0,Classroom Style,Classroom Style,1
E:MHO5BQ6PO7,Placement tutor and student meetings/5&6	,10,Wednesday,Wednesday 13:30,90,0564_03_3.15,Holyrood,0201_02_2.04,24,Central,14,0,Classroom Style,Classroom Style,1
E:OZOEGYHBP5,Making and Conceptualising Curriculum - Workshop/02,30,Monday,Monday 09:00,180,0558_04_4.4,Holyrood,0335_00_G.10,32,Central,2,0,Classroom Style,Classroom Style,1
E:L9SN3GRZY8,Professional Practice Placement 2 - Lecture,20,Monday,Monday 09:30,180,0551_00_G37,Holyrood,0003_00_G.01,20,Central,0,0,Classroom Style,Classroom Style,1
E:IUIQSJ5VAQ,C&P - Tutorial/Physical Education,16,Wednesday,Wednesday 10:00,120,0564_03_3.25,Holyrood,0219_00_G.01,16,Central,0,0,Boardroom Style,Boardroom Style,1
E:VX1S3P74Q5-00001,Having Difficult Conversations/C&D,50,Thursday,Thursday 13:00,50,0558_02_2.3,Holyrood,0209_02_2.01,70,Central,20,0,Classroom Style,Classroom Style,1
E:8EGO9HW1IB,EdBudds Lesson Planning/A,25,Wednesday,Wednesday 11:00,50,0558_05_5.4,Holyrood,0251_01_1.02,28,Central,3,0,Classroom Style,Classroom Style,1
E:EKOYPXSAL1-00001,Professional Development Programme - Hill Skills OESE,15,Wednesday,Wednesday 09:00,480,0555_02_2.1,Holyrood,0201_00_G.05,20,Central,5,0,Boardroom Style,Boardroom Style,1
E:REXFWK78ON-00008,Dimensions of Teaching - Lecture,120,Tuesday,Tuesday 13:00,50,0551_-1_LG34,Holyrood,0001_01_1.264,150,Central,30,6,Lecture Theatre,Lecture Theatre,1
E:KPDZ1P35GO,PECP4 - Lecture,100,Monday,Monday 12:00,110,0555_00_G.1,Holyrood,0401_02_2.28,108,New College,8,0,Classroom Style,Lecture Theatre,0
E:FABIQJKZZD,Making and Conceptualising Curriculum - Workshop/04,30,Monday,Monday 09:00,180,0558_04_4.18,Holyrood,0228_11_11.10,36,Central,6,0,Classroom Style,Classroom Style,1
E:NB4T9EUQU2,Dimensions of Teaching - Workshop/01,30,Thursday,Thursday 13:00,170,0558_03_3.4,Holyrood,0112_-1_B.01,35,Central,5,0,Classroom Style,Classroom Style,1
E:PY43UYG3I5,Placement tutor and student meetings/13&14,10,Wednesday,Wednesday 13:30,90,0558_02_2.2,Holyrood,0254_01_1.07,12,Central,2,0,Boardroom Style,Boardroom Style,1
E:B93ZYGTPSM,Education Policy and the Politics of Education Workshop/09,20,Friday,Friday 11:00,50,0558_04_4.02,Holyrood,0251_01_1.01,28,Central,8,0,Classroom Style,Classroom Style,1
E:NVCLPZ3X8B,PGDE Secondary - Professional Studies Tutorial/02,40,Thursday,Thursday 10:00,180,0558_02_2.3,Holyrood,0201_01_1.06,300,Central,260,240,Classroom Style,Lecture Theatre,0
E:XOGZWTR2XT,Placement tutor and student meetings/9&10,10,Wednesday,Wednesday 13:30,90,0564_03_3.16,Holyrood,0251_01_1.01,28,Central,18,0,Classroom Style,Classroom Style,1
E:UT1ZG9XLKB,Pedagogy and Practice of Friedrich Froebel for the early years - Workshop,25,Monday,Monday 16:00,110,0558_04_4.4,Holyrood,0228_04_4.18,25,Central,0,0,Classroom Style,Classroom Style,1
E:DSR96SN61S,Language and the Learner - (LE) Workshop/14,25,Tuesday,Tuesday 14:00,110,0558_04_4.20,Holyrood,0300_00_NG.02,36,Central,11,0,Classroom Style,Classroom Style,1
E:MF9ZICVAG4,Placement tutor and student meetings/15&16,10,Wednesday,Wednesday 13:30,90,0553_04_422,Holyrood,0254_01_1.10,14,Central,4,0,Boardroom Style,Boardroom Style,1
E:KE4E4TS5P9-00008,Dimensions of Teaching - Workshop/01,25,Thursday,Thursday 10:00,120,0558_04_4.20,Holyrood,0335_02_2.1,25,Central,0,0,Classroom Style,Classroom Style,1
E:2RINJ7KFV8,PECP 1 - Lecture,90,Tuesday,Tuesday 10:00,50,0551_-1_LG34,Holyrood,0001_00_G.159,108,Central,18,0,Lecture Theatre,Classroom Style,0
E:MP22X45D4T,PGDE Secondary - Professional Studies Tutorial/01,30,Thursday,Thursday 10:00,180,0558_03_3.4,Holyrood,0228_11_11.10,36,Central,6,0,Classroom Style,Classroom Style,1
E:PXHGUSSXL5-00001,EdBudds Sharing Good Practice/D,25,Wednesday,Wednesday 10:00,50,0564_03_3.23,Holyrood,0401_01M_01M.19,38,New College,13,0,Boardroom Style,Boardroom Style,1
E:FDZ9JRXR2M-00002,PECP3: National Awards - Seminar/B,28,Thursday,Thursday 10:30,90,0564_00_G4,Holyrood,0201_02_2.11,28,Central,0,0,Classroom Style,Classroom Style,1
