AnonID,Programme,HolyroodGTEvents,TotalEvents,TransitionRecords
Student16533,Computer Science (BSc Hons) (Year 2),1,44,1
Student16535,English Literature (MA Hons) (Year 2),1,20,2
Student16537,History and Economics MA (Hons) (Year 2),1,47,9
Student16543,Geography (MA Hons) (Year 3),1,24,1
Student16545,Accounting and Finance (MA Hons) (Year 2),2,27,13
Student16546,Nursing (BN) (Year 2),4,35,4
Student16551,Philosophy (MA Hons) (Year 2),1,26,5
Student16558,Law (LLB Hons) (Year 2),3,56,6
Student16560,Sociology with Quantitative Methods (MA Hons) (Full-time) (Year 2),1,21,2
Student16563,Medicine (Pre-Clinical) (MBChB) (Year 2),1,165,6
Student16569,Intermedia Art BA (Hons) (Year 3),3,40,11
Student16577,History and Politics (MA Hons) (Year 2),4,38,10
Student16583,Computer Science (BSc Hons) (Year 2),1,45,1
Student16587,Linguistics (MA Hons) (Year 2),4,34,44
Student16593,Medicine (Pre-Clinical) (MBChB) (Year 2),1,162,12
Student16594,Medicine (Pre-Clinical) (MBChB) (Year 2),2,162,16
Student16609,Medicine (Pre-Clinical) (MBChB) (Year 2),1,164,6
Student16613,Law (LLB Hons) (Year 2),3,54,6
Student16614,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,25,11
Student16628,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 2),2,24,12
Student16635,International Business (MA Hons) (Year 1),1,32,5
Student16643,Sport Management (BSc Hons) (Year 2),8,12,41
Student16646,International Relations (MA Hons) (Year 2),1,35,5
Student16648,Economics (MA Hons) (Year 2),1,39,9
Student16670,Education (MSc) (Full-time) (Year 1),16,18,84
Student16676,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,9,6
Student16681,Accounting and Finance (MA Hons) (Year 2),2,29,13
Student16682,Economics (Finance) (MSc) (Full-time) (Year 1),5,63,5
Student16694,Music (BMus) (Year 2),1,17,11
Student16698,Law (LLB Hons) (Year 2),3,57,6
Student16699,Sustainable Development MA (Hons) (Year 2),2,25,7
Student16700,Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 2),7,14,30
Student16704,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),16,42,71
Student16707,Dance Science and Education (MSc) (Full-time) (Year 1),58,92,90
Student16708,Strength and Conditioning (MSc)  - 1 Year (Full-time) (Year 2),7,7,16
Student16709,Landscape Architecture (MLA) (Year 2),2,24,10
Student16710,Architecture (MA Hons) (Year 1),1,23,1
Student16712,Law (LLB Ord) (Graduate Entry) (Year 2),3,54,6
Student16722,Economics and Accounting (MA Hons) (Year 2),2,43,13
Student16729,Geography (MA Hons) (Year 2),1,21,5
Student16734,Law (LLB Ord) (Graduate Entry) (Year 2),3,53,6
Student16737,Philosophy (MA Hons) (Year 2),1,30,11
Student16738,Accounting and Finance (MA Hons) (Year 2),3,31,22
Student16741,Computer Science (BSc Hons) (Year 2),1,44,1
Student16743,Philosophy (MA Hons) (Year 2),1,17,11
Student16744,Sociology and Social Anthropology (MA Hons) (Year 2),1,25,2
Student16745,Interdisciplinary Futures (MA) (Year 2),1,23,5
Student16754,Business Management MA (Hons) (Year 2),1,23,10
Student16759,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,22,11
Student16766,Architecture (MA Hons) (Year 2),1,24,10
Student16767,Accounting and Finance (MA Hons) (Year 2),2,27,13
Student16785,Sustainable Development MA (Hons) (Year 2),2,27,7
Student16796,Law (LLB Hons) (Year 2),3,54,6
Student16805,Translation Studies (MSc) (Full-time) (Year 1),1,20,10
Student16806,Law and International Relations (LLB Hons) (Year 2),1,56,2
Student16807,Language and Intercultural Communication (MSc) - 1 Year (Full-time) (Year 1),14,23,98
Student16812,Inclusive Education (Deaf Learners) (ICL) (PgDip) 1 - 4 years (Year 2),7,10,7
Student16820,International Relations (MA Hons) (Year 2),1,24,2
Student16830,Computer Science (BSc Hons) (Year 2),1,44,1
Student16831,Architecture (MA Hons) (Year 2),1,32,10
Student16835,Mathematical Economics and Econometrics MSc - 1 Year (Full-Time) (Year 1),5,66,5
Student16836,Applied Sport Science (BSc Hons) (Year 2),38,56,134
Student16852,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,28,11
Student16860,Computer Science (BEng Hons) (Year 2),1,39,1
Student16865,Law (LLB Hons) (Year 2),3,53,6
Student16866,Architecture (MA Hons) (Year 2),1,29,10
Student16871,Landscape Architecture (MLA) (Year 2),2,24,10
Student16874,Italian and Politics (MA Hons) (Year 1),1,42,5
Student16879,Geography (MA Hons) (Year 2),1,21,5
Student16889,Accounting and Finance (MA Hons) (Year 2),2,29,13
Student16892,Architecture (MA Hons) (Year 2),1,24,10
Student16893,High Performance Computing with Data Science (MSc) (Full-time) (Year 2),2,32,11
Student16902,Applied Sport Science (BSc Hons) (Year 2),35,56,112
Student16905,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student16906,Social Research (MSc) (Full-time) (Year 1),2,15,6
Student16911,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,28,12
Student16914,Landscape Architecture (MLA) (Year 2),1,20,8
Student16915,Landscape and Wellbeing (MSc) - 1 Year (Full-time) (Year 1),2,16,12
Student16925,Social Anthropology (MA Hons) (Year 2),1,21,2
Student16928,Law (LLB Hons) (Year 2),3,56,6
Student16929,Counselling (MCouns) (Part-time) - 4 years (Year 2),8,10,19
Student16932,International Relations (MA Hons) (Year 2),2,22,22
Student16936,Informatics (MInf) (Year 2),1,44,1
Student16941,Landscape Architecture (MLA) (Year 2),2,24,10
Student16943,Computer Science (BEng Hons) (Year 2),1,44,1
Student16947,Accounting and Finance (MA Hons) (Year 2),2,33,13
Student16949,"Sport Policy, Management and International Development (MSC) (Year 2)",4,5,4
Student16950,Philosophy (MA Hons) (Year 2),1,23,11
Student16954,Landscape Architecture (MLA) (Year 2),2,24,10
Student16966,Film and Television (BA Hons) (Year 2),3,32,7
Student16969,Law (LLB Hons) (Year 2),3,57,6
Student16970,Counselling (PgDip) - 3 Years (Part-time) (Year 2),7,10,10
Student16971,"Management of Bioeconomy, Innovation and Governance (MSc) (Full-time) (Year 1)",2,15,9
Student16977,Law (LLB Hons) (Year 2),3,54,6
Student16987,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student16994,Accounting and Finance (MA Hons) (Year 2),2,40,13
Student16995,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,25,11
Student16996,Theology MA(Hons) (Year 2),1,29,5
Student16997,Psychology and Business MA (Hons) (Year 2),1,28,10
Student16999,Philosophy and Theology (MA Hons) (Year 2),4,34,28
Student17002,Linguistics (MA Hons) (Year 2),2,23,22
Student17004,Philosophy (MA Hons) (Year 2),1,26,5
Student17009,Education (Child and Adolescent Psychology) (MSc) - 1 Year (Full-time) (Year 1),13,13,86
Student17016,Teaching English to Speakers of Other Languages (MSc) (Full-time) (Year 1),16,42,77
Student17022,"Sport Policy, Management and International Development (MSC) (Year 1)",17,18,123
Student17023,Computer Science (BSc Hons) (Year 2),1,41,1
Student17024,Applied Sport Science (BSc Hons) (Year 2),39,52,144
Student17027,Law (LLB Hons) (Year 2),3,53,6
Student17033,Sport Management (BSc Hons) (Year 2),8,12,41
Student17042,Sustainable Development MA (Hons) (Year 2),2,27,7
Student17043,Law (LLB Hons) (Year 2),3,53,6
Student17045,Fine Art (BA Hons) - 4 Years (Full-time) (Year 2),1,39,1
Student17048,Social Anthropology (MA Hons) (Year 2),1,23,5
Student17050,Applied Sport Science (BSc Hons) (Year 2),35,54,112
Student17053,Architecture (MA Hons) (Year 2),3,29,6
Student17059,Architecture (MA Hons) (Year 2),3,26,6
Student17061,Architecture (MA Hons) (Year 2),3,27,6
Student17066,Computer Science (BSc Hons) (Year 2),1,42,1
Student17073,Nursing (BN) (Year 2),4,36,4
Student17076,Accounting and Business MA (Hons) (Year 2),2,25,13
Student17096,Philosophy and Psychology (MA Hons) (Year 2),1,34,11
Student17120,Informatics (MInf) (Year 2),1,50,1
Student17123,Physical Education MA (Hons) (Year 1),44,83,161
Student17131,Fine Art (BA Hons) - 4 Years (Full-time) (Year 2),1,51,1
Student17133,Business and Law MA (Hons) (Year 2),2,42,4
Student17135,Law and Politics (LLB Hons) (Year 2),3,42,6
Student17139,Law and International Relations (LLB Hons) (Year 2),1,53,2
Student17142,Psychology of Mental Health (Conversion) (MSc) - 1 Year (Full-time) (Year 1),1,25,6
Student17146,Geography (MA Hons) (Year 2),3,25,5
Student17147,Law (LLB Hons) (Year 2),3,52,6
Student17159,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),2,25,12
Student17166,Accounting and Finance (MA Hons) (Year 2),3,32,22
Student17172,Electronics and Electrical Engineering (BEng Hons) (Year 2),3,41,17
Student17174,Law (LLB Hons) (Year 2),3,53,6
Student17188,German and Politics (MA Hons) (Year 2),3,36,5
Student17190,Law and International Relations (LLB Hons) (Year 2),1,54,2
Student17191,Chemistry (MChem) (Year 2),1,55,12
Student17206,Accounting and Finance (MA Hons) (Year 2),2,28,13
Student17207,Economics and Accounting (MA Hons) (Year 2),2,43,13
Student17211,Law (LLB Hons) (Year 2),3,54,6
Student17217,Law (LLB Hons) (Year 2),3,53,6
Student17233,Sustainable Development MA (Hons) (Year 2),2,26,7
Student17234,Politics (MA Hons) (Year 2),1,25,5
Student17242,International Relations and International Law (MA Hons) (Year 2),1,29,5
Student17254,Ecological Economics (SAC) (MSc) (Full-time) (Year 1),2,8,11
Student17257,Landscape Architecture (MLA) (Year 2),1,21,8
Student17259,Economics (MA Hons) (Year 2),1,49,2
Student17260,Business Management MA (Hons) (Year 2),1,23,10
Student17262,Landscape Architecture (MLA) (Year 2),1,21,8
Student17263,Sustainable Development MA (Hons) (Year 2),2,27,7
Student17274,Law (LLB Hons) (Year 2),3,53,6
Student17276,Law (LLB Hons) (Year 2),3,53,6
Student17277,Inclusive Education (Visually Impaired Learners) (PgDip) (ICL) 1 - 4 years (Year 3),6,6,6
Student17280,Computer Science (BSc Hons) (Year 2),1,44,1
Student17282,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,25,11
Student17290,Landscape Architecture (MLA) (Year 2),2,24,10
Student17293,Architecture (MA Hons) (Year 2),1,28,10
Student17299,Spanish (MA Hons) (Year 2),3,33,5
Student17307,Architecture (MA Hons) (Year 2),3,29,6
Student17310,Graphic Design (BA Hons) (Year 2),1,28,1
Student17312,Education (MSc) (Full-time) (Year 1),12,15,85
Student17316,Sustainable Development MA (Hons) (Year 2),2,28,7
Student17317,Accounting and Finance (MA Hons) (Year 2),2,29,13
Student17321,Law (LLB Hons) (Year 2),3,53,6
Student17322,Physical Education MA (Hons) (Year 2),23,52,74
Student17323,Accounting and Finance (MA Hons) (Year 2),2,28,13
Student17324,Computer Science (BSc Hons) (Year 2),1,44,1
Student17326,High Performance Computing with Data Science (MSc) (Full-time) (Year 1),2,34,11
Student17329,Fine Art (BA Hons) - 4 Years (Full-time) (Year 2),1,38,1
Student17335,Physical Education MA (Hons) (Year 2),23,49,79
Student17338,Health in Social Science MA(Hons) - 4 Years (Full-Time (Year 2),2,23,12
Student17339,Reproductive Biology BSc (Hons) (Year 1),1,39,11
Student17360,Law (LLB Hons) (Year 2),3,53,6
Student17366,Architecture (MA Hons) (Year 2),1,23,10
Student17391,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,33,11
Student17394,Nursing (BN) (Year 2),4,35,4
Student17397,Secondary Education PGDE (Physical Education) (Year 1),14,28,26
Student17399,Sport Management (BSc Hons) (Year 1),19,28,141
Student17404,Law (LLB Hons) (Year 2),3,55,6
Student17409,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,29,1
Student17411,Accounting and Finance (MA Hons) (Year 2),3,28,22
Student17414,Social Work (BSc Hons) (Year 2),1,15,11
Student17415,Interdisciplinary Futures (MA) (Year 2),1,24,2
Student17439,Economics and Accounting (MA Hons) (Year 2),2,43,13
Student17442,Accounting and Finance (MA Hons) (Year 2),2,28,13
Student17444,Social Anthropology (MA Hons) (Year 1),1,37,5
Student17447,Computer Science (BSc Hons) (Year 2),1,44,1
Student17460,Financial Technology (PhD) - 3 Years (Full-Time) (Year 1),2,15,2
Student17467,Sport Management (BSc Hons) (Year 2),8,16,41
Student17469,Computer Science (BSc Hons) (Year 2),1,45,1
Student17475,Global Strategy and Sustainability (MSc) - 1 Year (Full-time) (Year 1),2,35,2
Student17481,Social Anthropology with Development (MA Hons) (Year 2),1,22,5
Student17483,Sociology (MA Hons) (Year 2),1,27,2
Student17486,Education (MSc) (Full-time) (Year 1),12,12,88
Student17487,Law (LLB Hons) (Year 2),3,54,6
Student17489,French and Business MA (Hons) (Year 2),1,26,10
Student17493,Sustainable Development MA (Hons) (Year 2),2,27,7
Student17500,Law (LLB Hons) (Year 2),3,54,6
Student17503,Politics (MA Hons) (Year 2),1,26,5
Student17513,Applied Sport Science (BSc Hons) (Year 2),39,52,144
Student17518,Accounting and Finance (MA Hons) (Year 2),2,29,13
Student17520,Physical Education MA (Hons) (Year 2),23,49,79
Student17527,Physics (BSc Hons) (Year 1),1,17,9
Student17533,Artificial Intelligence (BSc Hons) (Year 2),1,44,1
Student17535,Accounting and Finance (MA Hons) (Year 2),3,29,22
Student17536,Computer Science and Management Science (BSc Hons) (Year 2),1,39,1
Student17538,Sport Management (BSc Hons) (Year 2),8,17,41
Student17542,Music (BMus) (Year 2),1,17,11
Student17544,Physical Education MA (Hons) (Year 2),23,48,79
Student17548,Accounting and Finance (MA Hons) (Year 2),2,27,13
Student17552,Music (BMus) (Year 2),2,22,22
Student17553,Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 2),7,14,31
Student17554,Economics (MA Hons) (Year 2),1,51,2
Student17556,Computer Science (BEng Hons) (Year 2),1,44,1
Student17558,Physical Education MA (Hons) (Year 2),23,48,79
Student17563,Geography (MA Hons) (Year 2),1,19,1
Student17575,Linguistics (MA Hons) (Year 2),2,20,22
Student17577,Accounting and Finance (MA Hons) (Year 2),2,28,13
Student17580,Computer Science (BSc Hons) (Year 2),1,49,1
Student17581,Law (LLB Hons) (Year 2),3,53,6
Student17589,Sport Management (BSc Hons) (Year 2),8,16,41
Student17598,Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 2),7,14,30
Student17600,Accounting and Finance (MA Hons) (Year 2),3,29,22
Student17601,Philosophy and English Literature (MA Hons) (Year 2),1,19,11
Student17602,Sociology (MA Hons) (Year 2),1,23,5
Student17604,Computer Science (BSc Hons) (Year 2),1,42,1
Student17605,Psychology and Business MA (Hons) (Year 2),1,27,10
Student17609,Sport Management (BSc Hons) (Year 2),8,17,41
Student17616,Sustainable Development MA (Hons) (Year 2),2,27,7
Student17621,History (MA Hons) (Year 2),1,27,2
Student17634,Applied Sport Science (BSc Hons) (Year 2),35,55,112
Student17644,Nursing (BN) (Year 2),4,35,4
Student17646,Business Management MA (Hons) (Year 2),1,22,10
Student17648,Philosophy (MA Hons) (Year 2),1,28,2
Student17649,Sport Management (BSc Hons) (Year 1),12,19,86
Student17652,Law (LLB Hons) (Year 2),3,63,6
Student17659,Geography (MA Hons) (Year 1),1,24,5
Student17661,Accounting and Finance (MA Hons) (Year 2),2,29,13
Student17662,Natural Language Processing (PhD with Integrated Study) - 4 Years (Full-Time) (Year 2),2,14,11
Student17670,Law (LLB Hons) (Year 2),3,54,6
Student17673,Economics (MA Hons) (Year 2),1,40,2
Student17677,Law (LLB Hons) (Year 2),3,56,6
Student17683,Business Management MA (Hons) (Year 2),1,24,10
Student17689,Music (BMus) (Year 2),1,15,11
Student17696,Medical Sciences (BSc Hons) (Year 2),1,46,1
Student17698,Comparative Education and International Development (CEID) (MSc) - 1 Year (Full-time) (Year 1),16,20,68
Student17699,Landscape Architecture (MLA) (Year 2),1,21,8
Student17705,Nursing (BN) (Year 1),3,35,6
Student17706,Counselling (PgDip) - 3 Years (Part-time) (Year 2),7,10,10
Student17712,Primary Education PGDE (Year 1),96,146,119
Student17716,Computer Science and Management Science (BSc Hons) (Year 2),1,39,1
Student17724,Computer Science (BSc Hons) (Year 2),1,41,1
Student17726,International Relations (MA Hons) (Year 2),1,28,5
Student17727,Primary Education PGDE (Year 1),96,146,119
Student17733,Applied Sport Science (BSc Hons) (Year 2),38,54,133
Student17750,Accounting and Finance (MA Hons) (Year 2),3,29,22
Student17753,Computer Science (BSc Hons) (Year 2),1,46,1
Student17759,Computer Science (BEng Hons) (Year 2),1,45,1
Student17761,Architecture (MA Hons) (Year 2),1,27,10
Student17769,Learning in Communities MA (Hons) (Year 2),12,12,68
Student17776,Software Engineering (BEng Hons) (Year 2),1,42,1
Student17785,Computer Science (BSc Hons) (Year 2),1,41,1
Student17786,Law (LLB Hons) (Year 2),3,53,6
Student17804,Nursing (BN) (Year 2),4,36,4
Student17816,Law (LLB Hons) (Year 2),3,53,6
Student17817,Economics (MA Hons) (Year 2),1,36,9
Student17818,History (MA Hons) (Year 2),3,30,5
Student17829,Psychology (BSc Hons) - 4 Years (Full-time) (Year 2),1,31,1
Student17835,Law (LLB Hons) (Year 2),3,53,6
Student17840,Sociology (MA Hons) (Year 2),4,19,22
Student17843,Education (MSc) (Full-time) (Year 1),13,13,87
Student17854,Economics (MA Hons) (Year 2),1,41,9
Student17856,Accounting and Finance (MA Hons) (Year 2),2,28,13
Student17860,Informatics (MInf) (Year 2),1,44,1
Student17861,Law (LLB Hons) (Year 2),3,57,6
Student17862,Sport Management (BSc Hons) (Year 1),12,16,86
Student17865,Law (LLB Hons) (Year 2),3,52,6
Student17870,MA (Hons) in Primary Education with Gaelic (Learners) (Year 2),9,42,59
Student17873,Economics and Accounting (MA Hons) (Year 2),2,44,13
Student17878,Architecture (MA Hons) (Year 2),1,23,10
Student17892,Sport Management (BSc Hons) (Year 2),8,14,41
Student17894,Computer Science (BSc Hons) (Year 2),1,42,1
Student17895,Physical Education MA (Hons) (Year 2),23,47,79
Student17897,Software Engineering (BEng Hons) (Year 2),1,43,1
Student17900,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student17906,Geography (MA Hons) (Year 1),1,26,2
Student17907,Artificial Intelligence and Computer Science (BSc Hons) (Year 2),1,44,1
Student17908,Law (LLB Hons) (Year 2),3,53,6
Student17912,Accounting and Finance (MA Hons) (Year 2),2,27,13
Student17925,Psychological Therapies (MSc) - 2 Years (Year 2),1,13,1
Student17928,Law (LLB Hons) (Year 2),3,54,6
Student17932,Accounting and Finance (MA Hons) (Year 2),2,28,13
Student17934,International Development (MSc) (Full-time) (Year 1),2,16,6
Student17935,Primary Education PGDE (Year 1),96,146,119
Student17936,Computer Science (BSc Hons) (Year 2),1,42,1
Student17939,Architecture (MA Hons) (Year 2),1,26,10
Student17941,Law and International Relations (LLB Hons) (Year 2),2,39,4
Student17946,Music (BMus) (Year 2),1,16,11
Student17947,Russian Studies (MA Hons) (Year 2),3,30,5
Student17950,Counselling (Interpersonal Dialogue) (MCouns) (Full-time) - 2 years (Year 2),8,18,30
Student17953,English Language and Literature (MA Hons) (Year 2),3,28,5
Student17959,Physical Education MA (Hons) (Year 2),23,50,74
Student17963,Physical Education MA (Hons) (Year 2),23,47,79
Student17964,Business Management MA (Hons) (Year 2),1,22,10
Student17972,Architecture (MA Hons) (Year 2),3,33,6
Student17978,Computer Science (BSc Hons) (Year 2),1,45,1
Student17979,Accounting and Finance (MA Hons) (Year 2),2,29,13
Student17988,Economics (MA Hons) (Year 2),1,50,2
Student18006,"Sport Policy, Management and International Development (MSC) (Year 1)",16,18,112
Student18010,International Relations (MA Hons) (Year 2),1,24,5
Student18014,Law (LLB Hons) (Year 2),3,54,6
Student18029,Geography (MA Hons) (Year 2),1,22,2
